Cedula,Departamento,Sector_Productivo,Producto,Edad,Experiencia_Anios,Hectareas,Ingresos_Mensuales_COP,Monto_Prestamo_COP,Plazo_Meses,Garantia_Respaldada,Subsidio_Gobierno,Tecnologias_Usadas,Tiene_Energia_Solar,Tiene_Riego,Produccion_Anual_Ton,Exporta_Productos,Tasa_Interes_EA,Calificacion_Credito,Credito_Aprobado
66972561.0,Nariño,Avicultura,Pollo_Parrillero,52,39,19.0,13089098.0,137575210.0,12,0,1,4,0,0,143.38,0,6.0,3,1
58900483.0,Guainía,Tecnología_Agrícola,Drones_Agrícolas,44,11,19.71,5010322.0,130371586.0,24,1,0,1,1,1,164.66,0,11.48,4,1
30193880.0,Boyacá,Porcícola,Cerdo_Encaste,66,13,5.24,3061819.0,172920397.0,12,1,0,0,0,1,152.23,0,11.86,5,1
13385357.0,Huila,Agricultura,Plátano,19,43,45.77,6982529.0,99853038.0,60,1,1,2,0,0,6.63,1,6.0,3,1
54738553.0,Santander,Agricultura,Café,41,9,5.01,6506962.0,31219123.0,60,0,0,4,1,1,134.46,0,13.91,4,1
78574553.0,Nariño,Avicultura,Huevo_Posterior,48,19,32.59,8975214.0,61434000.0,12,1,1,1,1,1,99.97,1,6.0,2,0
26845364.0,Boyacá,Piscicultura,Camarón,50,14,20.95,9084084.0,134173845.0,60,1,0,4,0,0,115.2,1,11.55,3,1
62157313.0,Tolima,Agricultura,Cebolla,56,30,20.58,11449815.0,124558785.0,60,1,0,0,0,1,75.22,0,10.94,4,1
21392366.0,Magdalena,Ganadería,Carne_Ovina,47,6,34.14,8040437.0,108545610.0,24,0,0,1,0,1,143.09,0,14.47,3,1
79778859.0,Valle del Cauca,Tecnología_Agrícola,Drones_Agrícolas,63,40,3.82,2288482.0,138178062.0,36,0,0,1,0,0,135.1,0,15.53,1,0
98883975.0,Santander,Piscicultura,Trucha,54,9,29.89,12987737.0,129291216.0,60,1,0,2,0,1,116.32,0,10.14,3,1
23479854.0,Atlántico,Ganadería,Carne_Caprina,68,9,38.72,5198657.0,176858353.0,48,0,0,2,1,1,172.46,0,13.68,5,1
83506850.0,Meta,Ganadería,Carne_Ovina,45,38,41.5,14592424.0,119273194.0,36,1,1,1,0,1,21.28,0,6.0,2,0
23187277.0,Vichada,Agricultura,Hortalizas,48,27,8.94,2473614.0,156827265.0,36,1,0,2,1,1,60.9,0,11.1,4,1
78979792.0,Boyacá,Ganadería,Cuero,28,29,44.92,14407167.0,53497895.0,48,1,1,1,0,1,99.53,1,6.0,4,1
47709731.0,Norte de Santander,Ganadería,Carne_Ovina,40,36,32.98,2092368.0,137245604.0,12,1,0,3,1,1,191.76,0,10.61,2,0
36939239.0,Tolima,Agricultura,Cebolla,74,2,44.15,4080713.0,180927853.0,24,0,1,4,0,1,15.32,1,9.72,3,1
33027075.0,Sucre,Avicultura,Codorniz,19,42,24.52,1461435.0,80217804.0,60,1,0,3,1,0,68.08,0,11.24,2,0
91200125.0,Meta,Ganadería,Cuero,57,14,27.33,10812607.0,156925317.0,12,1,0,3,0,0,185.25,0,9.23,1,0
96191493.0,Putumayo,Avicultura,Huevo_Posterior,58,20,45.99,12874242.0,146333914.0,48,1,1,4,1,0,179.69,0,6.0,2,0
97796277.0,Vichada,Energía_Solar,Iluminación_Solar,44,36,45.05,6963809.0,16607608.0,24,1,1,1,0,0,173.18,0,6.0,3,1
76401385.0,Nariño,Agricultura,Plátano,52,11,22.68,13985013.0,118394120.0,24,1,1,1,0,0,62.37,0,6.0,2,0
32335235.0,Vaupés,Porcícola,Cerdo_Mestizo,19,3,14.08,9182247.0,30386923.0,24,0,1,2,0,0,169.52,0,8.62,2,0
10271836.0,Bolívar,Ganadería,Carne_Ovina,56,8,19.96,9746101.0,193627239.0,48,1,1,0,0,1,101.56,0,6.59,4,1
13584702.0,Córdoba,Energía_Solar,Iluminación_Solar,54,38,19.69,12804953.0,163224463.0,12,1,1,1,1,1,124.34,1,6.0,3,1
62631083.0,Norte de Santander,Agricultura,Arroz,38,22,14.7,5014563.0,26396141.0,60,1,1,4,0,1,48.53,0,6.0,5,1
18585377.0,Chocó,Porcícola,Chancho_Gordo,22,27,13.79,5830573.0,28741640.0,24,1,1,0,1,1,141.63,1,6.0,2,0
96544585.0,Boyacá,Piscicultura,Camarón,69,22,43.12,13664517.0,120922402.0,24,0,1,4,0,1,66.21,1,6.0,4,1
95157821.0,Risaralda,Agricultura,Plátano,62,44,3.96,13593682.0,72253389.0,12,1,1,4,0,1,69.43,0,6.0,5,1
97655395.0,Atlántico,Agricultura,Papa,38,39,34.04,14666055.0,11806643.0,24,1,0,4,1,0,127.73,0,6.0,1,0
27824013.0,Quindío,Porcícola,Cerdo_Encaste,46,43,9.05,13606104.0,110620094.0,24,0,0,0,1,0,48.73,0,10.08,4,1
46601694.0,Magdalena,Porcícola,Cerdo_Encaste,37,21,17.55,2608683.0,80629794.0,48,1,1,3,0,1,45.66,0,6.42,3,1
77105583.0,Boyacá,Ganadería,Cuero,55,23,3.55,12496885.0,24709916.0,36,0,1,4,1,0,74.46,0,6.0,5,1
70304654.0,Guaviare,Piscicultura,Pez_Libri,37,25,13.86,6619706.0,161374476.0,12,1,1,2,1,1,155.83,1,6.0,4,1
44119117.0,Guainía,Ganadería,Carne_Ovina,67,29,38.54,14869379.0,183439969.0,12,0,1,1,1,0,45.71,0,6.0,3,1
46433622.0,Huila,Porcícola,Lechón,42,32,44.31,7506390.0,152535817.0,12,1,0,1,0,0,157.68,1,9.51,4,1
99482491.0,Cesar,Agricultura,Arroz,19,15,11.47,8664472.0,165372350.0,48,0,0,1,1,0,139.43,0,13.92,4,1
70031992.0,La Guajira,Energía_Solar,Bomba_Solar,74,21,23.45,8322804.0,47215661.0,48,1,0,0,0,1,136.14,0,12.92,3,1
65105831.0,Chocó,Agricultura,Yuca,49,42,23.78,5368666.0,56396725.0,60,1,1,2,1,1,95.48,1,6.0,4,1
13366612.0,Cesar,Ganadería,Carne_Ovina,43,17,43.74,1865314.0,45662870.0,48,0,1,2,0,1,149.43,0,10.3,4,1
68743503.0,Magdalena,Agricultura,Café,23,6,38.26,13518247.0,154187369.0,12,1,0,2,1,0,3.69,1,9.84,1,0
46258670.0,Cesar,Agricultura,Hortalizas,58,25,25.9,12197997.0,189843830.0,60,0,1,2,1,1,61.82,0,6.22,5,1
79739572.0,Caquetá,Piscicultura,Pez_Libri,74,7,33.7,2781280.0,144783255.0,36,1,0,2,0,1,136.15,1,11.97,3,1
65848857.0,Quindío,Agricultura,Plátano,20,5,42.44,11830109.0,176886019.0,24,1,0,3,0,1,197.47,1,11.27,4,1
67055419.0,Chocó,Energía_Solar,Placa_Fotovoltaica,50,29,0.97,9687023.0,129546324.0,24,1,1,2,1,0,1.5,0,6.0,3,1
59160571.0,Vichada,Agricultura,Cebolla,18,38,20.44,6609842.0,80593681.0,60,1,0,2,0,0,102.48,1,10.89,5,1
78394024.0,Chocó,Ganadería,Cuero,68,22,45.41,4407100.0,88023515.0,36,1,1,0,0,0,184.84,0,7.27,4,1
74525468.0,Caquetá,Ganadería,Leche,22,31,37.15,13008149.0,19687679.0,24,0,1,0,0,1,172.84,0,7.56,4,1
99966606.0,Boyacá,Agricultura,Cacao,30,21,27.37,10742673.0,11134153.0,60,1,1,2,1,0,5.6,0,6.0,5,1
48727468.0,Sucre,Agricultura,Maíz,36,41,26.72,8577907.0,140617743.0,48,0,0,3,1,0,106.38,0,11.31,3,1
61757120.0,Boyacá,Ganadería,Cuero,29,42,17.71,9455873.0,90493634.0,12,1,1,2,1,0,1.85,0,6.0,2,0
77157848.0,Valle del Cauca,Ganadería,Leche,65,44,26.27,2093140.0,112681938.0,36,0,1,2,0,1,158.13,1,10.08,4,1
87897542.0,Cesar,Ganadería,Carne_Ovina,42,8,32.94,7529661.0,113743943.0,24,1,1,2,0,1,62.47,0,6.0,3,1
83665032.0,Valle del Cauca,Piscicultura,Tilapia,74,30,21.21,3550544.0,59088284.0,12,0,1,4,0,1,153.35,1,7.38,3,1
95390464.0,Antioquia,Piscicultura,Camarón,68,6,35.85,3759048.0,97799040.0,60,1,0,3,1,1,189.01,1,12.86,4,1
58170987.0,La Guajira,Agricultura,Frutas,52,8,43.13,10190516.0,96798243.0,24,0,0,1,0,0,195.24,1,14.73,4,1
62562567.0,Caquetá,Ganadería,Carne_Ovina,29,12,8.16,13739837.0,80743308.0,12,0,1,2,0,0,178.93,1,6.08,3,1
SIN_CEDULA,Magdalena,Tecnología_Agrícola,Automatización_Invernadero,47,2,22.85,6533344.0,165031700.0,48,1,1,1,1,0,41.62,1,7.14,5,1
70472382.0,Chocó,Piscicultura,Camarón,22,34,20.7,3750040.0,92976981.0,36,0,0,3,1,0,39.73,0,12.47,4,1
22719242.0,Nariño,Porcícola,Chancho_Gordo,51,32,34.53,10012207.0,122710682.0,60,1,0,2,0,1,125.53,0,10.96,5,1
58715250.0,Putumayo,Ganadería,Cuero,39,20,12.87,13170856.0,179626423.0,24,1,1,1,0,1,109.27,0,6.0,5,1
93139152.0,Magdalena,Avicultura,Pollo_Parrillero,56,30,32.19,11426127.0,173915556.0,48,0,0,1,0,1,2.9,0,12.35,2,0
54054178.0,Arauca,Avicultura,Pavo,30,33,43.94,13136353.0,178632330.0,36,1,0,3,1,0,78.95,0,6.0,4,1
48334882.0,Valle del Cauca,Piscicultura,Tilapia,74,31,21.2,8419076.0,57650974.0,36,1,0,2,0,0,181.43,0,9.83,3,1
62441466.0,Valle del Cauca,Tecnología_Agrícola,Automatización_Invernadero,64,22,45.6,11476643.0,11821585.0,48,1,0,4,1,0,179.77,0,6.77,4,1
59583876.0,Tolima,Agricultura,Yuca,71,14,49.66,2788917.0,55908026.0,24,1,1,3,0,1,41.58,1,6.29,4,1
96117865.0,Valle del Cauca,Agricultura,Maíz,20,31,5.75,5745500.0,59347932.0,36,1,0,4,1,0,77.01,0,8.9,2,0
73203558.0,Vaupés,Avicultura,Pavo,70,5,12.04,6331598.0,182325264.0,60,0,0,2,0,0,112.51,0,14.71,5,1
47407771.0,Cundinamarca,Avicultura,Huevo_Posterior,37,44,47.54,8060400.0,131602333.0,12,0,0,1,0,1,170.7,0,11.86,4,1
93122310.0,Guaviare,Agricultura,Cacao,48,20,47.94,13992884.0,20932272.0,60,1,0,3,1,1,106.87,0,8.24,5,1
37009224.0,Cundinamarca,Agricultura,Hortalizas,22,32,5.34,13215011.0,31398826.0,36,1,1,3,1,0,193.67,0,6.0,3,1
61327755.0,Nariño,Agricultura,Cacao,41,31,1.24,2710262.0,35356844.0,12,1,0,3,1,0,160.01,0,10.27,5,1
89018913.0,Chocó,Agricultura,Hortalizas,57,18,8.47,3253613.0,127932241.0,48,1,1,0,1,0,190.67,1,8.1,4,1
17130144.0,Caquetá,Avicultura,Pavo,71,32,49.8,5878496.0,148405735.0,12,1,0,2,0,1,146.57,0,9.93,4,1
14545583.0,Guaviare,Piscicultura,Trucha,50,27,9.41,4928563.0,172630563.0,12,0,0,0,0,0,175.65,0,14.78,4,1
64079037.0,Guainía,Ganadería,Carne_Caprina,25,30,25.38,9529748.0,188424127.0,12,0,0,3,0,1,166.37,0,11.46,4,1
64474455.0,Vichada,Ganadería,Carne_Ovina,41,20,42.5,13619420.0,44332389.0,36,1,0,3,1,1,51.51,1,8.26,4,1
51542436.0,Chocó,Agricultura,Papa,67,33,1.51,14464540.0,65405635.0,24,1,1,4,0,0,46.68,0,6.0,3,1
56626914.0,Córdoba,Agricultura,Cacao,37,14,30.42,10081162.0,51862962.0,36,0,1,0,0,0,173.01,0,8.58,4,1
63933927.0,Caquetá,Piscicultura,Pez_Gato,33,13,14.21,12701861.0,74958506.0,24,0,1,1,0,0,17.85,1,6.44,4,1
62453338.0,Norte de Santander,Tecnología_Agrícola,Automatización_Invernadero,67,18,43.19,8257871.0,183359696.0,48,1,0,2,1,0,82.3,0,9.56,4,1
24881728.0,Quindío,Energía_Solar,Iluminación_Solar,69,42,14.53,3758243.0,117146951.0,48,1,0,1,1,0,164.31,0,10.52,3,1
44045666.0,Guaviare,Agricultura,Maíz,29,14,34.49,8250575.0,148947420.0,48,0,0,1,1,1,162.83,0,15.05,3,1
22722094.0,Putumayo,Energía_Solar,Placa_Fotovoltaica,30,5,33.87,8682173.0,100573251.0,48,0,1,2,0,1,28.62,0,9.71,1,0
32178434.0,Caldas,Avicultura,Pollo_Parrillero,62,8,11.46,11342897.0,10627293.0,48,1,0,3,1,0,98.05,0,9.59,4,1
56321408.0,Boyacá,Avicultura,Pollo_Parrillero,59,36,2.22,3922338.0,17518120.0,60,1,1,4,0,1,96.49,0,6.0,3,1
22796932.0,Risaralda,Ganadería,Carne_Bovina,56,19,20.76,6030007.0,109894991.0,36,1,0,3,0,0,65.42,1,12.09,3,1
84023414.0,Caquetá,Ganadería,Carne_Caprina,42,33,14.82,5969190.0,145163862.0,24,1,0,3,0,1,183.52,0,10.3,4,1
36063245.0,Santander,Ganadería,Leche,63,37,40.54,14424042.0,46989453.0,48,1,1,0,0,1,130.97,0,6.0,3,1
49443226.0,Boyacá,Agricultura,Cacao,49,25,40.12,7104018.0,145772367.0,60,0,1,1,1,1,196.06,1,8.33,5,1
83619289.0,Vaupés,Agricultura,Cacao,41,17,23.12,11522334.0,163079826.0,60,1,1,1,1,0,14.29,1,6.0,4,1
17887739.0,Cesar,Agricultura,Hortalizas,65,27,30.52,11461522.0,85320008.0,60,1,1,1,0,1,79.48,1,6.5,5,1
70736972.0,Chocó,Ganadería,Cuero,64,8,30.41,4570727.0,150551750.0,36,1,1,4,1,1,167.19,0,6.0,2,0
71071026.0,Guainía,Porcícola,Lechón,61,31,41.44,8920550.0,83785840.0,48,1,0,4,0,0,85.11,0,9.19,3,1
10769598.0,Risaralda,Ganadería,Cuero,26,5,21.54,13499101.0,137278373.0,60,0,1,4,0,1,53.11,1,9.03,3,1
99178975.0,Santander,Agricultura,Papa,57,22,14.13,7547808.0,153979425.0,60,1,0,2,0,1,199.56,0,12.19,4,1
59007334.0,Boyacá,Tecnología_Agrícola,Drones_Agrícolas,67,27,13.62,14220669.0,198425691.0,48,1,1,4,0,0,174.75,0,6.0,3,1
38433648.0,Chocó,Tecnología_Agrícola,Drones_Agrícolas,40,23,27.04,3845307.0,72352349.0,36,1,1,0,0,0,109.75,0,8.46,3,1
17971379.0,Antioquia,Avicultura,Codorniz,67,12,22.73,1853059.0,85152952.0,60,1,1,0,1,1,112.78,0,7.44,5,1
13331068.0,Arauca,Tecnología_Agrícola,Sensores_Humedad,30,42,22.29,13458645.0,37295912.0,24,1,1,3,1,0,2.37,0,6.0,2,0
46810847.0,Risaralda,Piscicultura,Trucha,49,11,5.01,12837073.0,44794246.0,12,0,1,3,1,0,196.22,1,6.0,4,1
44428803.0,Caldas,Tecnología_Agrícola,Riego_Goteo,67,18,36.07,14894776.0,140212026.0,12,0,0,3,0,0,161.45,0,10.31,4,1
15654237.0,Nariño,Agricultura,Frutas,32,20,11.08,10447388.0,183823890.0,12,1,0,3,1,0,8.31,0,8.13,2,0
71553124.0,Quindío,Ganadería,Leche,53,26,10.25,14100969.0,81947966.0,36,0,0,0,1,0,36.09,0,12.2,4,1
55816038.0,Bolívar,Agricultura,Yuca,66,18,20.93,12542676.0,40069667.0,60,1,1,3,1,0,164.39,0,6.0,4,1
27750764.0,La Guajira,Agricultura,Maíz,22,23,11.78,12790854.0,60594402.0,12,0,1,0,0,0,18.29,1,8.73,3,1
46898446.0,Atlántico,Agricultura,Frutas,39,25,29.4,8881810.0,93735082.0,12,1,0,4,1,1,188.42,1,6.0,3,1
33841962.0,Antioquia,Piscicultura,Pez_Gato,33,44,18.89,6229577.0,61676814.0,48,1,0,4,1,0,199.98,0,8.47,4,1
76834972.0,Arauca,Avicultura,Pollo_Parrillero,58,27,22.72,14070725.0,50547921.0,60,1,1,2,1,0,177.4,1,6.0,3,1
53156515.0,Tolima,Piscicultura,Camarón,27,17,27.09,6936064.0,148516975.0,60,0,1,3,0,0,148.04,0,9.55,4,1
32993420.0,Quindío,Agricultura,Frutas,41,43,10.58,8451235.0,6529760.0,48,1,1,4,0,0,97.97,0,6.0,4,1
72190751.0,Valle del Cauca,Avicultura,Codorniz,35,35,8.21,7134823.0,110149953.0,60,1,0,4,0,0,17.4,1,7.56,2,0
31970758.0,Norte de Santander,Piscicultura,Trucha,66,41,44.08,8820420.0,159784527.0,24,1,1,1,0,0,146.36,1,6.0,5,1
46513466.0,Caldas,Ganadería,Carne_Bovina,35,28,21.97,7481172.0,56914516.0,36,0,1,1,0,1,79.98,0,8.92,3,1
41288562.0,Nariño,Porcícola,Chancho_Gordo,24,16,20.9,1481139.0,122641845.0,48,0,0,0,1,0,114.48,0,18.04,3,1
31351509.0,Bolívar,Agricultura,Café,21,3,2.26,13325084.0,135435521.0,12,0,1,2,0,0,59.38,0,6.86,4,1
33484187.0,Vaupés,Ganadería,Carne_Ovina,43,43,25.15,7110392.0,132729816.0,60,0,1,1,0,1,49.19,0,8.57,2,0
71777469.0,Cesar,Tecnología_Agrícola,Riego_Goteo,22,44,27.93,9163000.0,91940679.0,24,1,0,2,0,0,65.54,0,9.35,4,1
46093880.0,Huila,Agricultura,Cebolla,72,28,28.16,2776467.0,72582708.0,24,1,1,4,0,1,162.95,0,6.0,5,1
60441204.0,Chocó,Ganadería,Carne_Bovina,33,3,35.5,848107.0,168005194.0,36,0,1,0,0,1,85.87,1,12.8,3,1
91752859.0,Cundinamarca,Energía_Solar,Iluminación_Solar,52,9,9.29,4283119.0,152896962.0,24,0,1,2,0,0,63.03,0,9.95,3,1
54066131.0,Meta,Porcícola,Cerdo_Encaste,43,24,12.99,10805122.0,67644759.0,60,0,0,1,0,1,87.16,0,13.77,3,1
85415325.0,Magdalena,Agricultura,Plátano,35,30,40.63,2208562.0,25088743.0,60,1,1,4,1,1,7.43,1,6.0,4,1
45563453.0,Vichada,Agricultura,Cacao,46,2,47.38,13706202.0,19002471.0,24,1,0,3,0,0,178.23,0,11.15,2,0
44755914.0,Guainía,Agricultura,Hortalizas,40,1,7.23,3853320.0,23383816.0,60,1,1,4,1,1,110.8,1,6.66,3,1
60873983.0,Guainía,Piscicultura,Tilapia,70,24,25.13,3705229.0,118659525.0,60,1,1,1,1,1,21.86,1,6.0,4,1
63892568.0,Atlántico,Ganadería,Leche,31,5,11.1,3377413.0,15074124.0,12,1,0,1,0,1,58.39,1,12.29,3,1
33637222.0,Bolívar,Agricultura,Frutas,32,25,3.47,998540.0,70700741.0,48,1,0,3,1,1,196.73,0,12.76,2,0
12484413.0,Cesar,Tecnología_Agrícola,Riego_Goteo,66,7,16.61,11759638.0,151873942.0,60,0,1,4,0,1,119.02,0,7.8,5,1
80016224.0,Tolima,Piscicultura,Pez_Libri,50,34,7.61,13225490.0,62397892.0,60,1,1,2,0,0,58.99,0,6.0,3,1
49449976.0,Risaralda,Agricultura,Arroz,42,26,35.64,9521110.0,153845075.0,36,1,1,2,0,0,85.84,1,6.0,3,1
99583549.0,Bolívar,Piscicultura,Tilapia,38,24,26.92,3472440.0,150366072.0,48,0,1,4,0,0,52.44,1,8.59,2,0
12235000.0,Chocó,Porcícola,Cerdo_Encaste,34,17,7.62,4850948.0,52936291.0,48,0,1,2,1,0,7.33,0,9.13,5,1
33685747.0,Valle del Cauca,Agricultura,Yuca,40,0,0.96,7558159.0,147120325.0,48,1,1,4,0,1,168.56,0,6.0,3,0
47876684.0,Vichada,Agricultura,Papa,74,38,40.5,14351713.0,150816444.0,24,1,0,4,0,0,59.2,1,6.24,1,0
82931048.0,Cesar,Avicultura,Pollo_Parrillero,60,2,9.22,4312389.0,82503516.0,12,1,0,1,0,1,167.84,0,12.86,3,1
39859174.0,Cundinamarca,Ganadería,Carne_Bovina,34,3,30.51,11189372.0,46031994.0,12,1,1,0,0,0,96.23,0,6.0,5,1
46102853.0,Quindío,Piscicultura,Tilapia,31,40,17.18,7040165.0,106647807.0,36,0,1,1,1,0,37.4,1,7.51,2,0
56159303.0,Huila,Ganadería,Carne_Bovina,46,36,29.48,5029432.0,184672530.0,48,0,0,2,0,1,160.57,0,14.57,1,0
22195226.0,Cesar,Agricultura,Papa,37,14,16.12,7274006.0,129725263.0,48,0,1,0,0,0,76.05,0,9.74,4,1
57936136.0,Caquetá,Agricultura,Maíz,47,7,4.8,1811135.0,38719887.0,60,1,1,4,0,1,141.84,0,9.13,3,1
79062973.0,Vaupés,Ganadería,Carne_Bovina,36,37,11.54,12141361.0,138137600.0,24,1,0,2,0,0,167.61,1,8.17,4,1
24421668.0,Meta,Agricultura,Plátano,70,18,9.81,4254887.0,88304590.0,24,1,1,3,0,0,192.63,0,6.0,4,1
31200096.0,Santander,Agricultura,Hortalizas,56,25,21.69,11100852.0,120348115.0,36,0,1,2,0,0,18.08,0,6.0,2,0
93375337.0,Boyacá,Energía_Solar,Secador_Solar,73,38,33.09,1770547.0,148142487.0,12,1,0,0,0,0,2.67,0,12.05,4,1
33234510.0,Guaviare,Tecnología_Agrícola,Drones_Agrícolas,30,9,13.56,14362399.0,105414734.0,48,1,0,0,1,0,110.14,0,9.29,1,0
61715898.0,Cauca,Avicultura,Pollo_Parrillero,35,37,1.1,3540813.0,163726875.0,36,1,1,4,0,0,53.58,0,6.0,3,1
55968757.0,Chocó,Energía_Solar,Bomba_Solar,40,13,26.19,13334937.0,145820338.0,24,1,1,3,1,1,94.35,0,6.0,4,1
10061087.0,Cesar,Agricultura,Plátano,63,40,30.49,12294520.0,124939301.0,24,1,0,4,1,0,15.46,0,9.22,3,1
90705119.0,Magdalena,Tecnología_Agrícola,Riego_Goteo,50,18,48.16,14543611.0,34404599.0,24,1,0,3,1,0,100.82,1,6.21,2,0
76653416.0,Meta,Agricultura,Café,56,29,29.68,7586047.0,168010077.0,48,0,0,3,0,1,25.85,1,14.41,2,0
95382256.0,Boyacá,Tecnología_Agrícola,Riego_Goteo,57,4,23.82,11129042.0,187501589.0,48,0,1,4,1,0,167.88,1,6.13,5,1
